id,category,subtopic,difficulty,grade_range,question,choice1,choice2,choice3,choice4,answer_index,answer_text,explanation
G105,geography,日本の気候,basic,J1/J2,瀬戸内の気候の特徴として最も適切なものを選びなさい。,梅雨の影響が比較的小さい,雨が少なく温暖,一年を通して温暖で台風の影響を受けやすい,晴れる日が多く乾燥しやすい,1,雨が少なく温暖,瀬戸内の気候では雨が少なく温暖ことが多いです。
G106,geography,日本の気候,basic,J1/J2,中央高地の気候の特徴として最も適切なものを選びなさい。,一日の気温差が大きい,一年を通して温暖で台風の影響を受けやすい,晴れる日が多く乾燥しやすい,雨が少なく温暖,0,一日の気温差が大きい,中央高地の気候では一日の気温差が大きいことが多いです。
G107,geography,日本の気候,basic,J1/J2,南西諸島の気候の特徴として最も適切なものを選びなさい。,一年を通して温暖で台風の影響を受けやすい,季節風の影響で雪や雨が多い,雨が少なく温暖,晴れる日が多く乾燥しやすい,0,一年を通して温暖で台風の影響を受けやすい,南西諸島の気候では一年を通して温暖で台風の影響を受けやすいことが多いです。
G108,geography,日本の気候,basic,J1/J2,北海道の気候の特徴として最も適切なものを選びなさい。,季節風の影響で雪や雨が多い,梅雨の影響が比較的小さい,一日の気温差が大きい,晴れる日が多く乾燥しやすい,1,梅雨の影響が比較的小さい,北海道の気候では梅雨の影響が比較的小さいことが多いです。
G109,geography,交通,basic,J1/J2,成田は何として知られる施設ですか。,空港,港,ダム,発電所,0,空港,成田は代表的な空港です。
G110,geography,交通,basic,J1/J2,羽田は何として知られる施設ですか。,空港,港,ダム,発電所,0,空港,羽田は代表的な空港です。
G111,geography,交通,basic,J1/J2,中部国際は何として知られる施設ですか。,空港,港,ダム,発電所,0,空港,中部国際は代表的な空港です。
G112,geography,交通,basic,J1/J2,関西国際は何として知られる施設ですか。,空港,港,ダム,発電所,0,空港,関西国際は代表的な空港です。
G113,geography,交通,basic,J1/J2,名古屋は何として知られる施設ですか。,空港,港,ダム,発電所,1,港,名古屋は代表的な港です。
G114,geography,交通,basic,J1/J2,神戸は何として知られる施設ですか。,空港,港,ダム,発電所,1,港,神戸は代表的な港です。
G115,geography,交通,basic,J1/J2,横浜は何として知られる施設ですか。,空港,港,ダム,発電所,1,港,横浜は代表的な港です。
G116,geography,交通,basic,J1/J2,釧路は何として知られる施設ですか。,空港,港,ダム,発電所,1,港,釧路は代表的な港です。
G117,geography,資源,basic,J1/J2,石油の説明として正しいものを選びなさい。,オーストラリアやブラジルからの輸入が多い,火力発電や鉄鋼業に利用されてきた,サウジアラビアなど西アジアの産出が多い,主に衣服の原料になる,2,サウジアラビアなど西アジアの産出が多い,石油はサウジアラビアなど西アジアの産出が多い資源です。
G118,geography,資源,basic,J1/J2,鉄鉱石の説明として正しいものを選びなさい。,オーストラリアやブラジルからの輸入が多い,発電や都市ガスに利用される,サウジアラビアなど西アジアの産出が多い,火力発電や鉄鋼業に利用されてきた,0,オーストラリアやブラジルからの輸入が多い,鉄鉱石はオーストラリアやブラジルからの輸入が多い資源です。
G119,geography,資源,basic,J1/J2,天然ガスの説明として正しいものを選びなさい。,オーストラリアやブラジルからの輸入が多い,サウジアラビアなど西アジアの産出が多い,火力発電や鉄鋼業に利用されてきた,発電や都市ガスに利用される,3,発電や都市ガスに利用される,天然ガスは発電や都市ガスに利用される資源です。
G120,geography,資源,basic,J1/J2,石炭の説明として正しいものを選びなさい。,主に衣服の原料になる,オーストラリアやブラジルからの輸入が多い,サウジアラビアなど西アジアの産出が多い,火力発電や鉄鋼業に利用されてきた,3,火力発電や鉄鋼業に利用されてきた,石炭は火力発電や鉄鋼業に利用されてきた資源です。
G121,geography,世界の地域,basic,J1/J2,東南アジアの特色として最も適切なものを選びなさい。,米を主食とする地域が多い,オーストラリアやニュージーランドがある,赤道付近に熱帯が広がる,大土地所有の歴史をもつ地域がある,0,米を主食とする地域が多い,東南アジアでは米を主食とする地域が多いことが特徴です。
G122,geography,世界の地域,basic,J1/J2,西アジアの特色として最も適切なものを選びなさい。,EUを通じた結びつきが強い,米を主食とする地域が多い,オーストラリアやニュージーランドがある,石油資源が豊富な国が多い,3,石油資源が豊富な国が多い,西アジアでは石油資源が豊富な国が多いことが特徴です。
G123,geography,世界の地域,basic,J1/J2,南アジアの特色として最も適切なものを選びなさい。,インドを中心に人口が多い,オーストラリアやニュージーランドがある,大土地所有の歴史をもつ地域がある,移民の多い社会がみられる,0,インドを中心に人口が多い,南アジアではインドを中心に人口が多いことが特徴です。
G124,geography,世界の地域,basic,J1/J2,ヨーロッパ西部の特色として最も適切なものを選びなさい。,石油資源が豊富な国が多い,インドを中心に人口が多い,オーストラリアやニュージーランドがある,EUを通じた結びつきが強い,3,EUを通じた結びつきが強い,ヨーロッパ西部ではEUを通じた結びつきが強いことが特徴です。
G125,geography,世界の地域,basic,J1/J2,北アメリカの特色として最も適切なものを選びなさい。,オーストラリアやニュージーランドがある,インドを中心に人口が多い,移民の多い社会がみられる,赤道付近に熱帯が広がる,2,移民の多い社会がみられる,北アメリカでは移民の多い社会がみられることが特徴です。
G126,geography,世界の地域,basic,J1/J2,南アメリカの特色として最も適切なものを選びなさい。,大土地所有の歴史をもつ地域がある,オーストラリアやニュージーランドがある,移民の多い社会がみられる,米を主食とする地域が多い,0,大土地所有の歴史をもつ地域がある,南アメリカでは大土地所有の歴史をもつ地域があることが特徴です。
G127,geography,世界の地域,basic,J1/J2,アフリカの特色として最も適切なものを選びなさい。,大土地所有の歴史をもつ地域がある,赤道付近に熱帯が広がる,オーストラリアやニュージーランドがある,EUを通じた結びつきが強い,1,赤道付近に熱帯が広がる,アフリカでは赤道付近に熱帯が広がることが特徴です。
G128,geography,世界の地域,basic,J1/J2,オセアニアの特色として最も適切なものを選びなさい。,赤道付近に熱帯が広がる,EUを通じた結びつきが強い,大土地所有の歴史をもつ地域がある,オーストラリアやニュージーランドがある,3,オーストラリアやニュージーランドがある,オセアニアではオーストラリアやニュージーランドがあることが特徴です。
G129,geography,地図の読み取り,basic,J1/J2,次のうち正しいものを選びなさい。,地図記号だけ見ればよい,等高線の数字は気にしなくてよい,地図を見るときに方角を確かめる方法,海抜は地図ではわからない,2,地図を見るときに方角を確かめる方法,地図を見るときに方角を確かめる方法が地図を読む基本です。
G130,geography,地図の読み取り,basic,J1/J2,次のうち正しいものを選びなさい。,地図記号だけ見ればよい,等高線の数字は気にしなくてよい,急な斜面を表す地形図の特徴,海抜は地図ではわからない,2,急な斜面を表す地形図の特徴,急な斜面を表す地形図の特徴が地図を読む基本です。
G131,geography,地図の読み取り,basic,J1/J2,次のうち正しいものを選びなさい。,地図記号だけ見ればよい,等高線の数字は気にしなくてよい,ゆるやかな斜面を表す地形図の特徴,海抜は地図ではわからない,2,ゆるやかな斜面を表す地形図の特徴,ゆるやかな斜面を表す地形図の特徴が地図を読む基本です。
G132,geography,地図の読み取り,basic,J1/J2,次のうち正しいものを選びなさい。,地図記号だけ見ればよい,等高線の数字は気にしなくてよい,地形図を読む基本,海抜は地図ではわからない,2,地形図を読む基本,地形図を読む基本が地図を読む基本です。
G133,geography,地図の読み取り,basic,J1/J2,次のうち正しいものを選びなさい。,地図記号だけ見ればよい,等高線の数字は気にしなくてよい,地図の見方の基本,海抜は地図ではわからない,2,地図の見方の基本,地図の見方の基本が地図を読む基本です。
G134,geography,地図の読み取り,basic,J1/J2,次のうち正しいものを選びなさい。,地図記号だけ見ればよい,等高線の数字は気にしなくてよい,2万5千分の1地形図の表し方,海抜は地図ではわからない,2,2万5千分の1地形図の表し方,2万5千分の1地形図の表し方が地図を読む基本です。
G135,geography,都道府県,basic,J1/J2,北海道の県庁所在地として正しいものを選びなさい。,名古屋市,大阪市,札幌市,新宿区,2,札幌市,北海道の県庁所在地は札幌市です。
G136,geography,都道府県,basic,J1/J2,宮城県の県庁所在地として正しいものを選びなさい。,大阪市,仙台市,広島市,福岡市,1,仙台市,宮城県の県庁所在地は仙台市です。
G137,geography,都道府県,basic,J1/J2,東京都の県庁所在地として正しいものを選びなさい。,名古屋市,新宿区,福岡市,大阪市,1,新宿区,東京都の県庁所在地は新宿区です。
G138,geography,都道府県,basic,J1/J2,愛知県の県庁所在地として正しいものを選びなさい。,札幌市,名古屋市,仙台市,那覇市,1,名古屋市,愛知県の県庁所在地は名古屋市です。
G139,geography,都道府県,basic,J1/J2,大阪府の県庁所在地として正しいものを選びなさい。,仙台市,那覇市,大阪市,名古屋市,2,大阪市,大阪府の県庁所在地は大阪市です。
G140,geography,都道府県,basic,J1/J2,広島県の県庁所在地として正しいものを選びなさい。,新宿区,札幌市,広島市,仙台市,2,広島市,広島県の県庁所在地は広島市です。
G141,geography,都道府県,basic,J1/J2,福岡県の県庁所在地として正しいものを選びなさい。,大阪市,新宿区,福岡市,札幌市,2,福岡市,福岡県の県庁所在地は福岡市です。
G142,geography,都道府県,basic,J1/J2,沖縄県の県庁所在地として正しいものを選びなさい。,札幌市,那覇市,新宿区,大阪市,1,那覇市,沖縄県の県庁所在地は那覇市です。
G143,geography,日本の農業,basic,J1/J2,北海道の農業の特色として最も適切なものを選びなさい。,近郊農業がさかん,てんさいやじゃがいもの生産が多い,りんごの生産が多い,さとうきびの栽培がみられる,1,てんさいやじゃがいもの生産が多い,北海道ではてんさいやじゃがいもの生産が多いことが知られています。
G144,geography,日本の農業,basic,J1/J2,千葉県の農業の特色として最も適切なものを選びなさい。,近郊農業がさかん,高原野菜の栽培がさかん,茶の栽培で知られる,畜産がさかん,0,近郊農業がさかん,千葉県では近郊農業がさかんことが知られています。
G145,geography,日本の農業,basic,J1/J2,長野県の農業の特色として最も適切なものを選びなさい。,りんごの生産が多い,畜産がさかん,てんさいやじゃがいもの生産が多い,高原野菜の栽培がさかん,3,高原野菜の栽培がさかん,長野県では高原野菜の栽培がさかんことが知られています。
G146,geography,日本の農業,basic,J1/J2,静岡県の農業の特色として最も適切なものを選びなさい。,りんごの生産が多い,茶の栽培で知られる,近郊農業がさかん,さとうきびの栽培がみられる,1,茶の栽培で知られる,静岡県では茶の栽培で知られることが知られています。
G147,geography,日本の農業,basic,J1/J2,鹿児島県の農業の特色として最も適切なものを選びなさい。,てんさいやじゃがいもの生産が多い,畜産がさかん,茶の栽培で知られる,さとうきびの栽培がみられる,1,畜産がさかん,鹿児島県では畜産がさかんことが知られています。
G148,geography,日本の農業,basic,J1/J2,沖縄県の農業の特色として最も適切なものを選びなさい。,高原野菜の栽培がさかん,茶の栽培で知られる,りんごの生産が多い,さとうきびの栽培がみられる,3,さとうきびの栽培がみられる,沖縄県ではさとうきびの栽培がみられることが知られています。
G149,geography,日本の農業,basic,J1/J2,愛媛県の農業の特色として最も適切なものを選びなさい。,みかんの栽培で知られる,畜産がさかん,てんさいやじゃがいもの生産が多い,さとうきびの栽培がみられる,0,みかんの栽培で知られる,愛媛県ではみかんの栽培で知られることが知られています。
G150,geography,日本の農業,basic,J1/J2,青森県の農業の特色として最も適切なものを選びなさい。,りんごの生産が多い,てんさいやじゃがいもの生産が多い,高原野菜の栽培がさかん,さとうきびの栽培がみられる,0,りんごの生産が多い,青森県ではりんごの生産が多いことが知られています。
G151,geography,漁業,basic,J1/J2,北海道東部沖の特色として正しいものを選びなさい。,リアス海岸を生かした養殖がさかん,漁業がさかんな海域が多い,大規模な砂漠が広がる,寒流と暖流が交わり好漁場となる,3,寒流と暖流が交わり好漁場となる,北海道東部沖では寒流と暖流が交わり好漁場となることが特徴です。
G152,geography,漁業,basic,J1/J2,三陸海岸の特色として正しいものを選びなさい。,漁業がさかんな海域が多い,寒流と暖流が交わり好漁場となる,リアス海岸を生かした養殖がさかん,大規模な砂漠が広がる,2,リアス海岸を生かした養殖がさかん,三陸海岸ではリアス海岸を生かした養殖がさかんことが特徴です。
G153,geography,漁業,basic,J1/J2,瀬戸内海の特色として正しいものを選びなさい。,寒流と暖流が交わり好漁場となる,大規模な砂漠が広がる,おだやかな海を利用した養殖がみられる,漁業がさかんな海域が多い,2,おだやかな海を利用した養殖がみられる,瀬戸内海ではおだやかな海を利用した養殖がみられることが特徴です。
G154,geography,漁業,basic,J1/J2,長崎県周辺の特色として正しいものを選びなさい。,おだやかな海を利用した養殖がみられる,大規模な砂漠が広がる,漁業がさかんな海域が多い,寒流と暖流が交わり好漁場となる,2,漁業がさかんな海域が多い,長崎県周辺では漁業がさかんな海域が多いことが特徴です。
G155,geography,地域区分,basic,J1/J2,中国の地域区分として最も適切なものを選びなさい。,東南アジアに属する国,東南アジアに属する国,東アジアに属する国,ユーラシアに属する国,2,東アジアに属する国,中国は東アジアに属する国です。
G156,geography,地域区分,basic,J1/J2,韓国の地域区分として最も適切なものを選びなさい。,ヨーロッパに属する国,西アジアに属する国,東アジアに属する国,オセアニアに属する国,2,東アジアに属する国,韓国は東アジアに属する国です。
G157,geography,地域区分,basic,J1/J2,インドの地域区分として最も適切なものを選びなさい。,ヨーロッパに属する国,ヨーロッパに属する国,オセアニアに属する国,南アジアに属する国,3,南アジアに属する国,インドは南アジアに属する国です。
G158,geography,地域区分,basic,J1/J2,タイの地域区分として最も適切なものを選びなさい。,南アメリカに属する国,東南アジアに属する国,ヨーロッパに属する国,北アメリカに属する国,1,東南アジアに属する国,タイは東南アジアに属する国です。
G159,geography,地域区分,basic,J1/J2,ベトナムの地域区分として最も適切なものを選びなさい。,東アジアに属する国,オセアニアに属する国,東南アジアに属する国,ヨーロッパに属する国,2,東南アジアに属する国,ベトナムは東南アジアに属する国です。
G160,geography,地域区分,basic,J1/J2,サウジアラビアの地域区分として最も適切なものを選びなさい。,西アジアに属する国,ヨーロッパに属する国,北アフリカに属する国,ヨーロッパに属する国,0,西アジアに属する国,サウジアラビアは西アジアに属する国です。
G161,geography,地域区分,basic,J1/J2,エジプトの地域区分として最も適切なものを選びなさい。,ヨーロッパに属する国,北アフリカに属する国,南アジアに属する国,ユーラシアに属する国,1,北アフリカに属する国,エジプトは北アフリカに属する国です。
G162,geography,地域区分,basic,J1/J2,南アフリカ共和国の地域区分として最も適切なものを選びなさい。,北アメリカに属する国,南部アフリカに属する国,東南アジアに属する国,西アジアに属する国,1,南部アフリカに属する国,南アフリカ共和国は南部アフリカに属する国です。
G163,geography,地域区分,basic,J1/J2,オーストラリアの地域区分として最も適切なものを選びなさい。,ヨーロッパに属する国,オセアニアに属する国,ヨーロッパに属する国,北アメリカに属する国,1,オセアニアに属する国,オーストラリアはオセアニアに属する国です。
G164,geography,地域区分,basic,J1/J2,ニュージーランドの地域区分として最も適切なものを選びなさい。,西アジアに属する国,オセアニアに属する国,北アメリカに属する国,南アメリカに属する国,1,オセアニアに属する国,ニュージーランドはオセアニアに属する国です。
G165,geography,地域区分,basic,J1/J2,アメリカ合衆国の地域区分として最も適切なものを選びなさい。,ヨーロッパに属する国,北アメリカに属する国,東アジアに属する国,ヨーロッパに属する国,1,北アメリカに属する国,アメリカ合衆国は北アメリカに属する国です。
G166,geography,地域区分,basic,J1/J2,カナダの地域区分として最も適切なものを選びなさい。,ヨーロッパに属する国,ヨーロッパに属する国,北アメリカに属する国,ヨーロッパに属する国,2,北アメリカに属する国,カナダは北アメリカに属する国です。
G167,geography,地域区分,basic,J1/J2,ブラジルの地域区分として最も適切なものを選びなさい。,オセアニアに属する国,南部アフリカに属する国,東南アジアに属する国,南アメリカに属する国,3,南アメリカに属する国,ブラジルは南アメリカに属する国です。
G168,geography,地域区分,basic,J1/J2,アルゼンチンの地域区分として最も適切なものを選びなさい。,南アメリカに属する国,西アジアに属する国,東南アジアに属する国,南部アフリカに属する国,0,南アメリカに属する国,アルゼンチンは南アメリカに属する国です。
G169,geography,地域区分,basic,J1/J2,イギリスの地域区分として最も適切なものを選びなさい。,東南アジアに属する国,ユーラシアに属する国,東アジアに属する国,ヨーロッパに属する国,3,ヨーロッパに属する国,イギリスはヨーロッパに属する国です。
G170,geography,考察,basic,J1/J2,太平洋側の地域で、冬に晴れの日が多い理由として最も適切なものを選びなさい。,海上交通が便利で気候が温暖なため,入り組んだ海岸で波がおだやかな場所が多いため,国内で得られる資源が限られているため,季節風が山地をこえる間に乾燥するため,3,季節風が山地をこえる間に乾燥するため,季節風が山地をこえる間に乾燥するためので、そのような特色がみられます。
G171,geography,考察,basic,J1/J2,河口付近に平らな土地が広がる理由として最も適切なものを選びなさい。,海上交通が便利で気候が温暖なため,水はけがよい土地が多いため,人口や施設が集中して土地需要が高いため,川が運んだ土砂がたまりやすいため,3,川が運んだ土砂がたまりやすいため,川が運んだ土砂がたまりやすいためので、そのような特色がみられます。
G172,geography,考察,basic,J1/J2,埋め立て地に工場が多い理由として最も適切なものを選びなさい。,川が運んだ土砂がたまりやすいため,国内で得られる資源が限られているため,広い土地や港を利用しやすいため,夏でも比較的涼しいため,2,広い土地や港を利用しやすいため,広い土地や港を利用しやすいためので、そのような特色がみられます。
G173,geography,考察,basic,J1/J2,扇状地で果樹栽培がみられる理由として最も適切なものを選びなさい。,入り組んだ海岸で波がおだやかな場所が多いため,国内で得られる資源が限られているため,季節風が山地をこえる間に乾燥するため,水はけがよい土地が多いため,3,水はけがよい土地が多いため,水はけがよい土地が多いためので、そのような特色がみられます。
G174,geography,考察,basic,J1/J2,大都市で地価が高くなりやすい理由として最も適切なものを選びなさい。,入り組んだ海岸で波がおだやかな場所が多いため,海上交通が便利で気候が温暖なため,人口や施設が集中して土地需要が高いため,広い土地と冷涼な気候を生かせるため,2,人口や施設が集中して土地需要が高いため,人口や施設が集中して土地需要が高いためので、そのような特色がみられます。
G175,geography,考察,basic,J1/J2,日本が資源を多く輸入する理由として最も適切なものを選びなさい。,海上交通が便利で気候が温暖なため,国内で得られる資源が限られているため,水はけがよい土地が多いため,広い土地と冷涼な気候を生かせるため,1,国内で得られる資源が限られているため,国内で得られる資源が限られているためので、そのような特色がみられます。
G176,geography,考察,basic,J1/J2,北海道で酪農がさかんな理由として最も適切なものを選びなさい。,水はけがよい土地が多いため,夏でも比較的涼しいため,広い土地と冷涼な気候を生かせるため,季節風が山地をこえる間に乾燥するため,2,広い土地と冷涼な気候を生かせるため,広い土地と冷涼な気候を生かせるためので、そのような特色がみられます。
G177,geography,考察,basic,J1/J2,中央高地で高原野菜が作られる理由として最も適切なものを選びなさい。,人口がまったくいないため,広い土地や港を利用しやすいため,広い土地と冷涼な気候を生かせるため,夏でも比較的涼しいため,3,夏でも比較的涼しいため,夏でも比較的涼しいためので、そのような特色がみられます。
G178,geography,考察,basic,J1/J2,瀬戸内で工業が発達した理由として最も適切なものを選びなさい。,川が運んだ土砂がたまりやすいため,国内で得られる資源が限られているため,入り組んだ海岸で波がおだやかな場所が多いため,海上交通が便利で気候が温暖なため,3,海上交通が便利で気候が温暖なため,海上交通が便利で気候が温暖なためので、そのような特色がみられます。
G179,geography,考察,basic,J1/J2,三陸海岸で養殖がさかんな理由として最も適切なものを選びなさい。,広い土地と冷涼な気候を生かせるため,入り組んだ海岸で波がおだやかな場所が多いため,季節風が山地をこえる間に乾燥するため,広い土地や港を利用しやすいため,1,入り組んだ海岸で波がおだやかな場所が多いため,入り組んだ海岸で波がおだやかな場所が多いためので、そのような特色がみられます。
G180,geography,現代の課題・地理用語,basic,J1/J2,EUの説明として正しいものを選びなさい。,ヨーロッパの国々が協力する地域統合,山が連なっている地形,山地に囲まれた平地,都市部で気温が高くなりやすい現象,0,ヨーロッパの国々が協力する地域統合,EUとは、ヨーロッパの国々が協力する地域統合ことです。
G181,geography,現代の課題・地理用語,basic,J1/J2,ASEANの説明として正しいものを選びなさい。,経度0度の基準となる線,東南アジアの国々の結びつき,太陽が真上に近くなる北半球側の線,山地に囲まれた平地,1,東南アジアの国々の結びつき,ASEANとは、東南アジアの国々の結びつきことです。
G182,geography,現代の課題・地理用語,basic,J1/J2,NAFTAに代わる協定USMCAの説明として正しいものを選びなさい。,地球の最も北にある地域,北アメリカの自由貿易に関わる枠組み,海面からの高さ,人口が非常に多い大都市,1,北アメリカの自由貿易に関わる枠組み,NAFTAに代わる協定USMCAとは、北アメリカの自由貿易に関わる枠組みことです。
G183,geography,現代の課題・地理用語,basic,J1/J2,SDGsの説明として正しいものを選びなさい。,国土が島々でできている国,持続可能な社会の実現を目指す国際目標,温室効果ガスの増加などで気温が上がる問題,熱帯林などが減少する問題,1,持続可能な社会の実現を目指す国際目標,SDGsとは、持続可能な社会の実現を目指す国際目標ことです。
G184,geography,現代の課題・地理用語,basic,J1/J2,地球温暖化の説明として正しいものを選びなさい。,山地に囲まれた平地,温室効果ガスの増加などで気温が上がる問題,東南アジアの国々の結びつき,海面からの高さ,1,温室効果ガスの増加などで気温が上がる問題,地球温暖化とは、温室効果ガスの増加などで気温が上がる問題ことです。
G185,geography,現代の課題・地理用語,basic,J1/J2,砂漠化の説明として正しいものを選びなさい。,人口が非常に多い大都市,温室効果ガスの増加などで気温が上がる問題,緯度0度の線,乾燥や森林伐採などで土地が荒れる問題,3,乾燥や森林伐採などで土地が荒れる問題,砂漠化とは、乾燥や森林伐採などで土地が荒れる問題ことです。
G186,geography,現代の課題・地理用語,basic,J1/J2,森林破壊の説明として正しいものを選びなさい。,地球の最も北にある地域,乾燥や森林伐採などで土地が荒れる問題,北アメリカの自由貿易に関わる枠組み,熱帯林などが減少する問題,3,熱帯林などが減少する問題,森林破壊とは、熱帯林などが減少する問題ことです。
G187,geography,現代の課題・地理用語,basic,J1/J2,都市化の説明として正しいものを選びなさい。,経度0度の基準となる線,温室効果ガスの増加などで気温が上がる問題,都市に人口や産業が集まる変化,地球の最も南にある地域,2,都市に人口や産業が集まる変化,都市化とは、都市に人口や産業が集まる変化ことです。
G188,geography,現代の課題・地理用語,basic,J1/J2,メガシティの説明として正しいものを選びなさい。,ヨーロッパの国々が協力する地域統合,国土が島々でできている国,都市部で気温が高くなりやすい現象,人口が非常に多い大都市,3,人口が非常に多い大都市,メガシティとは、人口が非常に多い大都市ことです。
G189,geography,現代の課題・地理用語,basic,J1/J2,ヒートアイランド現象の説明として正しいものを選びなさい。,北アメリカの自由貿易に関わる枠組み,国土が島々でできている国,都市部で気温が高くなりやすい現象,広く平らな土地,2,都市部で気温が高くなりやすい現象,ヒートアイランド現象とは、都市部で気温が高くなりやすい現象ことです。
G190,geography,現代の課題・地理用語,basic,J1/J2,海抜の説明として正しいものを選びなさい。,人口が非常に多い大都市,都市部で気温が高くなりやすい現象,海面からの高さ,国土が島々でできている国,2,海面からの高さ,海抜とは、海面からの高さことです。
G191,geography,現代の課題・地理用語,basic,J1/J2,盆地の説明として正しいものを選びなさい。,持続可能な社会の実現を目指す国際目標,都市に人口や産業が集まる変化,山地に囲まれた平地,山が連なっている地形,2,山地に囲まれた平地,盆地とは、山地に囲まれた平地ことです。
G192,geography,現代の課題・地理用語,basic,J1/J2,平野の説明として正しいものを選びなさい。,ヨーロッパの国々が協力する地域統合,広く平らな土地,都市部で気温が高くなりやすい現象,山が連なっている地形,1,広く平らな土地,平野とは、広く平らな土地ことです。
G193,geography,現代の課題・地理用語,basic,J1/J2,山脈の説明として正しいものを選びなさい。,地球の最も北にある地域,山が連なっている地形,都市部で気温が高くなりやすい現象,経度0度の基準となる線,1,山が連なっている地形,山脈とは、山が連なっている地形ことです。
G194,geography,現代の課題・地理用語,basic,J1/J2,半島の説明として正しいものを選びなさい。,三方を海に囲まれた陸地,都市に人口や産業が集まる変化,人口が非常に多い大都市,熱帯林などが減少する問題,0,三方を海に囲まれた陸地,半島とは、三方を海に囲まれた陸地ことです。
G195,geography,現代の課題・地理用語,basic,J1/J2,島国の説明として正しいものを選びなさい。,国土が島々でできている国,都市部で気温が高くなりやすい現象,三方を海に囲まれた陸地,東南アジアの国々の結びつき,0,国土が島々でできている国,島国とは、国土が島々でできている国ことです。
G196,geography,現代の課題・地理用語,basic,J1/J2,本初子午線の説明として正しいものを選びなさい。,温室効果ガスの増加などで気温が上がる問題,北アメリカの自由貿易に関わる枠組み,経度0度の基準となる線,都市部で気温が高くなりやすい現象,2,経度0度の基準となる線,本初子午線とは、経度0度の基準となる線ことです。
G197,geography,現代の課題・地理用語,basic,J1/J2,赤道の説明として正しいものを選びなさい。,乾燥や森林伐採などで土地が荒れる問題,熱帯林などが減少する問題,緯度0度の線,温室効果ガスの増加などで気温が上がる問題,2,緯度0度の線,赤道とは、緯度0度の線ことです。
G198,geography,現代の課題・地理用語,basic,J1/J2,北回帰線の説明として正しいものを選びなさい。,乾燥や森林伐採などで土地が荒れる問題,人口が非常に多い大都市,太陽が真上に近くなる北半球側の線,国土が島々でできている国,2,太陽が真上に近くなる北半球側の線,北回帰線とは、太陽が真上に近くなる北半球側の線ことです。
G199,geography,現代の課題・地理用語,basic,J1/J2,南極の説明として正しいものを選びなさい。,北アメリカの自由貿易に関わる枠組み,地球の最も南にある地域,持続可能な社会の実現を目指す国際目標,三方を海に囲まれた陸地,1,地球の最も南にある地域,南極とは、地球の最も南にある地域ことです。
G200,geography,現代の課題・地理用語,basic,J1/J2,北極の説明として正しいものを選びなさい。,北アメリカの自由貿易に関わる枠組み,山地に囲まれた平地,緯度0度の線,地球の最も北にある地域,3,地球の最も北にある地域,北極とは、地球の最も北にある地域ことです。
